gene_symbol	s_het
SRSF11	0.11253004
IGIP	0.112489869
AMOT	0.112429502
KRT6A	0.11238349
CAMK2A	0.11238238
LNPEP	0.112353772
ROCK2	0.11234222
SYT14	0.112336506
CLSTN3	0.112335791
RAPGEF1	0.112299982
SLMAP	0.1120947
LAMP3	0.112080548
SIK3	0.112000088
LHX9	0.111998556
DLGAP4	0.111933696
PCSK2	0.111931728
C12orf66	0.111911278
PTGES3	0.111820539
SYT2	0.111815554
CACNB1	0.111774128
FAM208A	0.111758135
GRIPAP1	0.111647454
XPO5	0.111618659
MYBL2	0.111588935
GABRD	0.111583011
CUX1	0.111524109
ACACA	0.111514215
MTF1	0.11149518
FBXL14	0.111488652
TTBK2	0.11130946
KCNA2	0.111262255
NIPA2	0.111133189
HSPA4	0.111100308
SUPT7L	0.111081593
SMARCA2	0.110993516
NCOA1	0.110981197
SYT11	0.110812202
TGFB3	0.110775584
CNN3	0.11075464
C18orf25	0.110736735
REEP2	0.110731981
ZNF182	0.110624774
DDAH2	0.110623913
LGALS9C	0.110477142
GABRA5	0.110466453
RP11-712L6.5	0.110416842
EI24	0.110415424
DEPDC5	0.110395114
KCNJ2	0.110393868
FBXO46	0.110346948
ZBTB7B	0.11027574
ZBTB34	0.110262246
PIK3CB	0.110255558
KHDRBS1	0.110085914
FBXO8	0.110073079
PARS2	0.110036563
SLC5A3	0.110022638
FEZF1	0.109975683
NOP56	0.109915175
NETO1	0.109876759
DCTN4	0.109862949
NDUFAF4	0.109858821
IGSF1	0.109846862
EPHA7	0.109838636
MYT1L	0.109811072
RAB6B	0.109764147
ERLIN1	0.109691446
EEF2	0.109674326
PPP6R1	0.109647916
CDC37L1	0.109596554
TMEM57	0.109529495
MSI2	0.1095289
MBNL2	0.109498924
ZC2HC1A	0.109447234
KIF5A	0.109446496
ATP2A2	0.109425615
RAB11FIP2	0.109386265
B3GNT2	0.10936454
NPM1	0.109323136
AKAP6	0.109188502
PDZD4	0.109183551
PRMT8	0.109144425
KCND2	0.109114978
CHD3	0.109065963
STX6	0.108998226
MLF2	0.108997201
KPNA1	0.108917333
DBN1	0.108915974
NTF3	0.108725604
FLT4	0.108685012
LZTS3	0.108628959
SEPT7	0.10861205
FCF1	0.108468341
CNN1	0.108397838
PTPN4	0.108313283
PSMA2	0.108288897
TRIM3	0.108286803
KANSL3	0.108286612
CHST1	0.108201787
CHRNB2	0.108195456
SLTM	0.108182903
GRIK1-AS2	0.108153365
TBC1D20	0.108136551
HILPDA	0.108123346
DOCK2	0.108046878
ODC1	0.108037809
STARD7	0.107959747
MGAT4B	0.107954035
FBXO38	0.107942008
GNG2	0.107886396
KIAA1549	0.107791998
FUT7	0.107722289
DRG1	0.107683057
C6orf136	0.107653012
KCNJ13	0.107629007
LSAMP	0.10761632
PSMD11	0.107526282
TSHZ2	0.107481987
ATL1	0.107445748
EPB41L4B	0.107362007
PHB	0.107339913
SPATA2	0.107211429
TBX2	0.107191341
DVL3	0.107166241
LHX6	0.107108215
UBE4B	0.1070685
MAB21L2	0.10703809
CLVS1	0.10702731
ZNF516	0.107002903
UHMK1	0.106996094
PPFIA2	0.106954886
IKZF4	0.106939899
GTSF1	0.106873758
DIP2C	0.106852776
MARCH5	0.106826026
ATP11C	0.106812145
BMP10	0.106809006
PELI1	0.106730543
ZNF670	0.106717274
BCL6	0.106712764
ANKRD12	0.106660716
BACE2	0.106659944
SEPT6	0.10655203
TFAP2C	0.106542568
SYT7	0.106474501
ZBTB5	0.10644754
SREK1	0.106395089
C1orf51	0.106388022
ST6GAL1	0.10637268
ZNF449	0.106075961
PPP1CC	0.106051157
MSL1	0.10603481
CLASRP	0.106015212
FAM50A	0.106013856
EYA3	0.105992917
STX1B	0.105962533
MBTPS2	0.105956793
PIGU	0.105937397
TMEM110	0.105905229
RPA2	0.10590132
FNDC3A	0.105897914
HEY2	0.105857972
CCNT1	0.105782375
DDX23	0.105756506
SMS	0.105690313
AC005358.1	0.105610599
CDK6	0.105566887
RIT1	0.105534676
MRTO4	0.105501776
ZNF304	0.105474046
NTM	0.105468229
GMPS	0.105452865
STX1A	0.105409033
FCHO1	0.105366383
TNIK	0.10535587
KLF3	0.105255461
LYSMD3	0.105236886
SLC29A1	0.105167771
SIRT1	0.105164829
C15orf26	0.105157626
WWTR1	0.105013926
ABCA2	0.105003717
E2F2	0.104995005
POU2F2	0.104901253
NPLOC4	0.104783972
GATA4	0.104774463
HTR1B	0.104760942
NDFIP2	0.104734008
HUNK	0.104634512
EZR	0.104625963
SLC2A1	0.10455479
MAT2A	0.104537348
ATP6V1E1	0.104504693
ELFN2	0.10449662
TOX2	0.104488095
PCDH17	0.10448653
FBXO28	0.104428133
HIP1	0.104422696
PRDM10	0.104361124
NEURL4	0.104308668
IFT46	0.104296783
HIBADH	0.10429276
TFDP1	0.10428306
TUBB	0.104177468
NADK2	0.104169731
IL17REL	0.10405908
ZNF536	0.10387576
EVI5L	0.103872465
RAB7L1	0.103843647
ZMIZ1	0.103838408
GATA3	0.103743974
ZNF121	0.103697665
ZMYND19	0.103685338
CALR	0.103657357
TRAPPC13	0.10361881
TRABD	0.103538068
GRIN2A	0.10337857
RIMKLB	0.103369916
FRMD5	0.103354378
YKT6	0.103302287
DNM1	0.103294237
PLAG1	0.103255394
PTBP2	0.103211155
IGLON5	0.103207051
HEY1	0.10308535
ZC3H10	0.103045
NMNAT2	0.102943908
CA7	0.102822261
SFMBT1	0.102786271
TANK	0.10277856
RPS26	0.102713709
COPZ1	0.102683723
KLHDC10	0.102648855
ANAPC2	0.102575513
SERPINE2	0.102498413
CYR61	0.102490851
CRIM1	0.102472568
SCD	0.10244047
NDST1	0.102398867
MAGEE1	0.102378745
AIFM1	0.102330699
TENM2	0.102251417
LASP1	0.10220678
TSPYL5	0.102205178
SART1	0.102197327
ZNF236	0.102194373
HINFP	0.102140792
FAM196A	0.102133122
MEGF9	0.102116802
EHD1	0.102065086
GPR87	0.102064823
ARL8A	0.102020366
SLC40A1	0.102011689
RBBP7	0.101787217
ELF1	0.101786555
TSKS	0.101754605
KCNK5	0.101665879
CRLF3	0.101659275
HSPA12A	0.10164468
NRP1	0.101640265
RAPH1	0.101595631
FAM47A	0.101583211
CCNL1	0.10156885
BCORL1	0.101532138
AHSA1	0.10151284
LRTM2	0.101488531
SNAP23	0.101458182
RELL2	0.101415196
LEMD3	0.101337925
PTPRF	0.101328182
PMAIP1	0.101309529
PPP1CA	0.10126191
PSMB5	0.101165449
TNFSF13	0.101163845
NRXN1	0.101009308
ZBTB10	0.100981581
PRCC	0.100964135
SYDE1	0.1008863
DKK2	0.100874179
AKAP8	0.100873703
UBN2	0.1008007
SREBF2	0.100701998
TRIM41	0.100682943
C7orf26	0.100650798
GNAI1	0.100630744
SASH3	0.100630256
SLC1A6	0.100614259
DERL2	0.100575339
SNPH	0.100574489
PRRC2B	0.10055066
C10orf2	0.100548701
MBD1	0.100514935
DLG4	0.100440363
TBX3	0.100388168
DSCR3	0.100311574
PRRX1	0.10029589
SERPINB5	0.100281217
DCX	0.100238839
ISG20L2	0.100214601
BMF	0.100197574
MMP16	0.100188824
SND1	0.100167236
KCNN1	0.100165325
GLRA2	0.100130051
HDAC8	0.100041523
EXOC3L2	0.100008975
DIAPH2	0.099916205
EIF6	0.099914375
MCM6	0.09989932
SAP30L	0.099855609
PPAP2A	0.099810918
APBB1	0.099766929
PDIK1L	0.099631385
JAKMIP1	0.09962783
MRPL35	0.099596614
KMT2D	0.099544336
TSC22D1	0.099543667
CLUH	0.099497063
ENG	0.099443987
ZDHHC9	0.099397254
TPX2	0.099393494
ZAP70	0.099383088
MSTN	0.099341437
FAM126B	0.099313949
ZNF32	0.099285502
CIRBP	0.099247046
GPR61	0.099239595
EIF4E2	0.099228553
YWHAZ	0.099226749
RRAGC	0.099208633
C11orf73	0.099149794
RAB6A	0.099125002
RBM26	0.09901583
COL1A1	0.098948225
RBM4B	0.098910596
SRPX2	0.098833662
PCGF2	0.098820375
CDH6	0.098796553
SSR2	0.098744347
CCNG2	0.09864847
KIF1A	0.098596741
PPEF1	0.098570352
FAXC	0.098560573
PISD	0.098529346
CHSY1	0.098480254
TIPRL	0.098447806
MPP1	0.098444062
RAB21	0.098440349
ARHGEF12	0.098418026
YBX2	0.098410133
B3GNT5	0.098407411
BTG3	0.098381462
CBFB	0.098380357
LRRC55	0.098369644
SP4	0.098283459
GBX1	0.098279616
SLN	0.098186415
DCC	0.098149897
LUZP1	0.098125186
ANKRD13B	0.098081514
XPR1	0.09807317
TBC1D10A	0.098016424
WNT8A	0.097979992
CRK	0.097969816
RXRA	0.09793373
RRAGD	0.097903963
ALKBH5	0.097755035
BCAS3	0.097692146
PPP3CA	0.097683846
AJUBA	0.097661853
TUBA1A	0.097660639
ELAVL3	0.097644302
GGT7	0.097582953
ZDHHC15	0.097568296
EIF4E	0.097532441
DNAJB4	0.097520464
KCNJ6	0.097437471
RNF19B	0.09741376
EID3	0.097399034
CD2	0.097383229
STX12	0.097319861
KCNJ10	0.0973184
VAX1	0.097279165
KCNV1	0.097278048
WNT5B	0.097246866
RPS6	0.097241573
RARA	0.097215054
KCTD13	0.097187797
STIM1	0.097147015
YWHAQ	0.097123602
GPBP1	0.097054423
CTIF	0.096878677
TUBB4A	0.096820777
PASD1	0.09680262
ZC3H11A	0.096650301
VGLL3	0.096596218
GPATCH8	0.09658677
SCAF11	0.096546613
REL	0.096545095
FNDC4	0.09649235
MKX	0.096484407
HOXC10	0.096470706
MAGOH	0.096461279
HSPA14	0.096393269
CLDND1	0.096381412
PTPN2	0.096357275
PRELID1	0.096281532
HIAT1	0.096262188
TSC2	0.096255459
RBM7	0.096193555
GABRB1	0.096162333
FBXO41	0.096117979
LIN28B	0.096040963
SPPL3	0.096038106
SDC1	0.096033983
GNAI2	0.096030572
BAZ1B	0.096017977
FBXO22	0.095982636
MLXIP	0.095958438
YWHAB	0.095946287
SAV1	0.095922497
TRIM11	0.095853326
NPY1R	0.095845859
C7orf55-LUC7L2	0.095833379
SGIP1	0.09583147
AKT1	0.095740705
MTFR1L	0.095684397
MAPRE3	0.095570345
TNMD	0.095549517
TUBA1C	0.095543419
MAML3	0.09543203
SIX6	0.095421087
FAM193A	0.095399539
SOX6	0.095389437
TGIF2-C20orf24	0.095383903
FLRT1	0.095382089
EGR1	0.095275247
RAB5A	0.095254448
WDR82	0.095207289
IL6ST	0.095117004
MYRF	0.095097204
RRAGB	0.095051441
SKIL	0.095047544
MAP3K3	0.095027093
TCERG1	0.094990864
CALN1	0.094976661
XKR6	0.09485078
WDR33	0.094807396
TMEM63B	0.094805311
CHUK	0.094804174
CMAS	0.094761051
NOS1	0.094741709
CBX7	0.094740915
P2RY1	0.094726366
BCL3	0.094707437
PSME4	0.0945627
ZNF346	0.094423787
PTCH1	0.094386245
ACTC1	0.094377303
PTOV1	0.094362114
ASAP2	0.094323376
PRKRIR	0.094275244
SPDEF	0.094193297
NCK2	0.094190028
PTP4A2	0.094186865
PIM1	0.09417575
UBE2G1	0.094161119
MGAT3	0.094058315
SLC7A3	0.09397458
PDE10A	0.093974417
GAS2L1	0.093971923
HERC2	0.093948107
SLIT1	0.093930929
PRICKLE2	0.093918895
SLC39A8	0.093911043
SENP1	0.093874068
ATF3	0.093802354
TSPAN14	0.093765979
PTGER3	0.093735517
DLGAP1	0.093714458
ALCAM	0.093555319
SLC25A28	0.093423777
NPAS1	0.093351442
HIF1A	0.093340412
OPN3	0.093291419
CCDC117	0.093252797
HHIP	0.093045627
C15orf59	0.093030316
UNC5D	0.092950142
ZBTB14	0.09292885
EIF3J	0.09292648
ZIC1	0.092857674
SLC25A36	0.092856119
CDH20	0.092811402
KCNQ4	0.092789901
GGPS1	0.092714717
CLEC2D	0.092677307
SLC7A6OS	0.092565554
CD47	0.092484339
HSPE1-MOB4	0.092410817
JAKMIP2	0.092402196
SSBP4	0.092294564
DOCK3	0.092273076
TAB3	0.092200404
PPP2R5A	0.0921922
HLA-DRA	0.092090012
TMEM182	0.092084445
MARCH1	0.09205933
BDNF	0.092003409
COX4I1	0.091913549
KCNC1	0.0919116
CCR7	0.09190735
XYLT1	0.091872704
SRPK2	0.091796962
C1GALT1	0.091709926
RUNDC3A	0.09167848
ACTL9	0.091667565
KCNIP3	0.09153307
CHIC2	0.09148973
KLK13	0.091459864
RPL11	0.091430798
SF3B3	0.091428406
DAB2	0.09134456
ASNA1	0.091335015
TMED10	0.091294353
PITX2	0.091276347
INTS2	0.091275539
VWC2L	0.091172249
RBMS1	0.09108124
STMN1	0.091017643
APOBEC3H	0.091015941
PDK3	0.090979252
USP46	0.090968525
KIAA1644	0.090932383
MDGA1	0.090905382
ATF7IP	0.090883584
FAM46A	0.090838489
RPSA	0.090743581
RUFY3	0.090722844
AP1G1	0.090720373
MIP	0.090619294
GABPA	0.090597701
ZNF707	0.090558553
MFAP1	0.09053226
MALT1	0.090440337
NCOA5	0.09039063
SH2B1	0.090249777
RRS1	0.090249635
ARFGEF2	0.090236546
PTHLH	0.090211923
CSH2	0.090150147
SOX7	0.090134636
CACNG7	0.090086434
RAB40C	0.090060173
KCNG1	0.090024485
NAA15	0.089947296
RHBDD2	0.089923931
TUBA1B	0.089908894
FCHSD2	0.089890574
SMARCD2	0.08975973
ANKS1B	0.089717524
USP24	0.089715244
SRM	0.08969061
BMPR1B	0.089644061
PTPRT	0.089624686
PCDH10	0.089608955
RAPGEF5	0.089559636
RPS20	0.089549662
OVOL1	0.089502562
PRKAB2	0.089430729
TMEM184B	0.089401953
GRIA2	0.089356191
HSP90B1	0.089354982
KIF4A	0.089346836
C11orf58	0.089252826
TIPARP	0.089167043
ZFP36	0.089155033
FBLN1	0.089152749
USP33	0.089027804
EGR2	0.08901883
SLC16A3	0.089008536
REPS2	0.088976057
USP49	0.088909844
VANGL2	0.088905486
KALRN	0.088771503
HYOU1	0.088728451
TADA2B	0.088725838
KRT1	0.088717734
ZFYVE21	0.088512063
RBPMS2	0.088502396
SULT2B1	0.088411492
IRX2	0.088375773
ACVR2A	0.088293436
DNAJC13	0.088280464
WNT3A	0.088252308
UPRT	0.088238917
CDC25A	0.088233547
MECP2	0.088203373
ADAM17	0.08819831
GABRG2	0.088162837
IGFBP4	0.088129328
RAB5C	0.088115831
TP73	0.088114642
UBE2Q1	0.088101271
NR6A1	0.088074496
SYAP1	0.088001489
PREP	0.087973076
IPPK	0.087959149
H2AFY	0.087899471
VASH2	0.087897663
IMPAD1	0.087844988
HS6ST3	0.087835662
CUX2	0.087826545
CCDC6	0.087726638
STT3B	0.087676067
DNAJB9	0.087672701
CHMP6	0.087664641
PURB	0.087631213
MEOX2	0.087528565
UBFD1	0.087525851
PHF20L1	0.087503566
MIER1	0.087490119
ZC3H8	0.087477504
PELO	0.087324805
DHH	0.087307335
LMNB1	0.087293016
TAOK2	0.087272861
FBXO5	0.087114363
ATF2	0.087066683
PSMD14	0.087042445
CHST14	0.0870307
PPP4R1	0.086968162
ZNF750	0.086858578
MAGEA11	0.086774372
TSGA10	0.08677193
POGK	0.086741337
FGF14	0.086731608
MCMBP	0.086654428
MET	0.086588778
GPR12	0.086463484
TAGLN3	0.086462884
SHE	0.086421094
RPL10A	0.086400003
ZEB1	0.086339724
SLC17A6	0.086276151
CYLD	0.086261275
PRMT5	0.08623145
EBAG9	0.08620314
AGFG1	0.086184251
TRIM13	0.086115807
TCF7L2	0.086053494
DMRT1	0.086019434
FASLG	0.085977858
CASK	0.085974991
LGR4	0.085946959
BRSK1	0.085938544
DCP2	0.085855077
RILPL2	0.085790697
NLGN1	0.085769801
NKAIN1	0.085689856
RAB12	0.085633869
UBA3	0.085624844
SLC6A17	0.085609924
TCF4	0.085599296
DACH2	0.085550753
TICAM1	0.08552052
ZNF148	0.085504604
ITSN1	0.085393744
TBC1D25	0.085377763
PSMB1	0.085289856
KCNK1	0.085265481
HS3ST4	0.085157923
CCDC12	0.085151082
SDHD	0.085119743
NR1D1	0.085086797
GNMT	0.085050511
ATXN7L3	0.085038635
FAM60A	0.085036824
BMPR2	0.085023375
AKAP14	0.08499044
THBS1	0.084901493
WASL	0.084839628
SLC9A7	0.08480326
MED12L	0.084802908
RBMX2	0.084793808
NPY5R	0.084779276
SMNDC1	0.084713517
TTC36	0.084682995
PIK3R1	0.084675011
SUPT6H	0.084668837
SF3A1	0.084637814
DUSP8	0.084623172
RNF31	0.084601051
FRY	0.084511022
ELAC1	0.084498771
CDK4	0.084487054
TGFBR1	0.084432594
FRMD4A	0.084428471
UBXN4	0.084346778
NYAP2	0.084336676
KCNJ15	0.084282784
NXF1	0.084274623
CDCA4	0.084252673
ZHX1	0.084200708
USP42	0.084180073
RNF185	0.084164936
SMEK1	0.084145637
AES	0.084091407
HES1	0.084023817
C1orf74	0.083958769
PGAM1	0.083836037
TET1	0.083796512
YWHAH	0.08378559
RC3H1	0.083720728
CLOCK	0.083713833
GATSL3	0.083666258
ROCK1	0.083656041
LGALSL	0.083639378
FMNL2	0.083612765
MARCH3	0.083581778
CELSR2	0.083566126
SFN	0.083521912
CACNA1C	0.083517035
RHOV	0.083487258
PSIP1	0.083463351
UBIAD1	0.083433873
TESC	0.083426567
GPR26	0.08339263
SPATA13	0.083326644
PRRC2A	0.083225854
TCF12	0.083180604
TAGLN	0.083178724
KCNMA1	0.083138313
MAP1S	0.083052267
ITM2B	0.083035767
NXPH1	0.083024626
KDM5A	0.082979331
RAB1B	0.082931122
STK38L	0.082914999
APOA1	0.082911488
PAK4	0.082869095
DIO2	0.0828466
SUV39H2	0.082762355
RPP25L	0.082756238
HLA-DMA	0.082724752
FGF21	0.082717812
GLG1	0.082542423
PRR16	0.082528288
NRXN2	0.082501999
HOXB3	0.082478119
ASXL2	0.082473432
SURF4	0.082448245
VASH1	0.082438326
NCOA3	0.082436522
INHBA	0.082334044
BANP	0.082331102
SRCAP	0.082309396
NCOR2	0.082210541
UBN1	0.082147759
BATF3	0.082088609
ARMCX5	0.082059068
RABL6	0.081992162
EYA1	0.081914905
FRMD7	0.081861724
SLITRK5	0.081858834
ZC3H12A	0.081851733
ADAMTS6	0.081851673
SF3A2	0.081836366
TNFRSF14	0.081785751
VAX2	0.081766118
MOB4	0.081757046
PTK2	0.081737858
FAT3	0.081691976
ERP44	0.081654287
GMFB	0.081647607
UBR2	0.081613699
TRIP13	0.081550215
RASSF8	0.08151643
ATG9A	0.08151498
CKAP5	0.081481023
LAMTOR3	0.081471235
C12orf5	0.081463321
GTF3C1	0.081395782
ASAP1	0.081387073
RXRG	0.081369507
VPS37B	0.081366267
DSG1	0.081364484
DNAJC6	0.081364091
LRP12	0.081284924
RGS7	0.081250737
OTX1	0.081154936
CAMSAP1	0.081145491
ZNF326	0.081079812
CHD9	0.081063353
WNT6	0.081002948
SLC38A2	0.080955647
CLCN7	0.080931158
PHF6	0.080895742
TLR8	0.080819649
LMTK2	0.080767309
LAPTM5	0.080735606
CHD4	0.08070652
CNOT4	0.080671188
SLC38A1	0.080579567
SLC18A2	0.080559721
PI4KB	0.080533662
ZNF496	0.08050896
CRMP1	0.080508472
NCBP2	0.080484103
ZCCHC12	0.080456545
JTB	0.080444558
SLC3A2	0.080436338
TRPC4AP	0.080433427
STK24	0.080433212
LAS1L	0.080388535
SEC11C	0.080381378
MYH10	0.080366185
FAM171A1	0.08035006
BEND3	0.080301844
CYLC1	0.080275558
FAM65B	0.080244152
NDFIP1	0.08018779
PHIP	0.080139553
EPAS1	0.08008059
RGS10	0.080005544
CAAP1	0.080000522
COL27A1	0.079992899
CFH	0.07995538
ZNF384	0.079722327
PHACTR3	0.079673923
DDI2	0.079667406
BLNK	0.079646517
KLHL4	0.079640054
ATP6V1B2	0.079589862
FERD3L	0.079578153
FAM104A	0.07955924
ZNF740	0.079557504
XAB2	0.079483973
RP11-302B13.5	0.079482683
LRRTM3	0.079444696
RAB11B	0.079420204
LONRF1	0.079399044
ANO8	0.079389015
PITPNA	0.079365826
HNRNPDL	0.079323044
ARHGAP26	0.079208692
FMNL1	0.079203296
DDIT3	0.079048676
ADRB2	0.078977803
HOXD8	0.078972698
CBX6	0.078927572
KPNA2	0.078915647
GTF2I	0.078863491
DHDDS	0.07884709
MAP1A	0.078710908
HGF	0.078658337
BTRC	0.078644329
ZC3H6	0.078614357
GABRB2	0.078521083
NR2C1	0.078439204
PRLR	0.078382524
ERBB4	0.078367146
NR3C2	0.078366047
ONECUT1	0.078359184
COMMD9	0.078352387
DYNC1LI2	0.078305305
CYB561	0.078236924
HERPUD2	0.078233995
OXSR1	0.078104478
ARRDC3	0.078074081
PCDHGC4	0.0780531
FOXM1	0.078026088
GLCCI1	0.077905022
SETBP1	0.077880305
SLITRK2	0.077840652
GSPT1	0.077825684
UVRAG	0.07781929
PRKCH	0.077811243
CDX2	0.077774799
SSBP2	0.077763825
NDN	0.077583434
RHOU	0.077522345
POU4F2	0.077508302
SPRYD3	0.077486903
SETD2	0.077420901
DAPK1	0.077416963
MAP3K1	0.07740885
RPL37	0.077352208
CAMTA2	0.077350801
TNIP1	0.077269084
DACT1	0.077263777
ATL2	0.077246325
FAM193B	0.077244569
ZNF275	0.077217485
VMP1	0.077199987
AQR	0.077162806
SPAST	0.077111111
HNF4A	0.077100709
PTPRA	0.076976276
PTPLAD1	0.076969721
PSENEN	0.076951019
CNTN4	0.076941553
PSAP	0.076906972
SMURF1	0.076871149
ATP6AP2	0.076860653
SQLE	0.076853353
UBE2E3	0.076840248
CADM2	0.076833167
SRRT	0.076825724
TRNAU1AP	0.076820695
SEC24B	0.076793927
UNC5A	0.076731437
FBXO31	0.07671312
HMBS	0.076704816
CAD	0.076695739
EHBP1	0.076695727
SGMS1	0.076652724
MYOCD	0.076634593
LCP2	0.076631498
ASIC4	0.076628156
S1PR1	0.076608342
BABAM1	0.076483093
DENND1B	0.076439351
IQSEC3	0.076437255
KCTD11	0.076398008
GBX2	0.076396252
ABI2	0.07634147
SOGA1	0.076340438
PRPF38B	0.076329181
HELLS	0.076301879
RAPGEF6	0.076273551
WSB1	0.076259423
OSCAR	0.076240745
RBM24	0.076225008
GRHL1	0.076220759
PHF21B	0.07618521
RCAN2	0.076169541
STAT4	0.07612819
PXMP4	0.076065872
DMRTB1	0.076059214
APLNR	0.076056202
CLP1	0.076046538
FBN2	0.076040504
PCDHAC2	0.075971441
SDC2	0.075942419
PCNX	0.0759205
GRK5	0.075918742
DMTN	0.075824021
IQGAP1	0.07577017
LRRC73	0.07564756
PKNOX2	0.07564681
STRAP	0.075641432
TMEM131	0.075641164
TRADD	0.075639685
CTNND1	0.075639226
SLC39A1	0.075632867
MAP3K4	0.075628161
GPSM3	0.075591976
GCN1L1	0.075573881
BUB3	0.075556813
PBX2	0.075499062
CDC42	0.075474335
SUGP2	0.07545042
HSPA5	0.075439411
DPP8	0.075414553
ADARB1	0.075399051
ASTN1	0.075394892
DMXL2	0.075391931
QPRT	0.07535686
ST7	0.075342795
MAMLD1	0.075313306
TMEM123	0.075291417
ALG13	0.075275352
GPR101	0.075267563
FRS3	0.075237004
NIP7	0.075176668
CNOT6L	0.075163626
ERC2	0.075141108
CBX3	0.075090686
VCAN	0.075056483
SDC3	0.075036642
MAP7D2	0.075027787
TIMP2	0.07500817
NAP1L3	0.074980552
NFATC1	0.07495712
USP5	0.074882261
TASP1	0.074874296
ARF3	0.074832287
FBXO3	0.074820608
EIF3D	0.074816346
MTMR4	0.074793677
HSPH1	0.074780289
S1PR4	0.074701639
TPST2	0.074696218
DCHS1	0.074666838
VPS4A	0.074641485
LPCAT4	0.074585575
MLLT4	0.074439993
C19orf43	0.074428952
ATP8B2	0.074370827
GRIK2	0.074302666
NAA60	0.074276215
ANKFY1	0.074255881
FAM214A	0.074218585
TNFRSF11A	0.074188985
ZNF287	0.07417832
LCP1	0.074101215
ZNF638	0.074093017
IRF9	0.074041318
PRKCQ	0.073966584
OSR2	0.073892635
WDR45B	0.073887357
MIS12	0.073886087
TBC1D22A	0.073866732
GPR50	0.073828496
CDSN	0.073789974
MAGEB6	0.073769525
IKBKB	0.073754173
EIF5	0.073745445
TBK1	0.073739176
SLC35D3	0.073680545
ALDH1A3	0.073668895
LRP6	0.073638631
FIGN	0.073599528
ARMCX1	0.073541758
DDX21	0.073520898
PPP2R5B	0.073421164
PLXNA1	0.073359213
KLHL13	0.073318153
CALB1	0.073315018
MAP4	0.073251681
ADCK5	0.073242647
SPOCK2	0.073090418
AGAP2	0.072983796
TRMT5	0.072960021
IRF2BP2	0.072919937
AKT1S1	0.072857516
DDR2	0.072762229
ZSWIM8	0.072759308
CACNA2D2	0.072735218
KCNB2	0.072622951
BTG1	0.07261123
LRRN3	0.072589044
FKBP4	0.072518133
FAM98A	0.072486191
COL4A5	0.072448423
LHFPL5	0.072447763
LBR	0.072436996
ORC2	0.072435818
CRKL	0.072415239
C8orf46	0.072408773
EPB41L2	0.07232126
INTS7	0.072297221
DMTF1	0.072286884
FXR2	0.072282839
NKX6-1	0.072270663
SLC25A4	0.072262518
HOXB5	0.072255076
ATRX	0.07220335
ZNF805	0.07211696
TAGAP	0.072097353
RRAS2	0.072093661
UHRF2	0.072066387
NAA10	0.072046348
VPS18	0.072026468
NME5	0.072016624
DMXL1	0.072008021
YY2	0.072007841
SLITRK4	0.071946483
YME1L1	0.07194408
TBP	0.071903483
ATP5G3	0.071819487
DHRS3	0.071756716
KCNK9	0.071728402
GOT2	0.071713206
MOB2	0.071549751
MAP2K6	0.07154251
MAGEA3	0.071537231
MAP3K8	0.071528211
HECTD2	0.071524157
ACTR1A	0.071459556
DUSP4	0.071456367
TOP2B	0.071444131
UCHL5	0.071439669
EBF2	0.071418034
SMAD2	0.071407238
UNC13A	0.071366374
CCAR2	0.071347566
CENPW	0.071321192
PCDH1	0.071279134
GRAMD1B	0.071261853
DNAJC3	0.071211275
LDB1	0.071180109
CNST	0.071178157
MAGEA1	0.071124623
RNF165	0.071119577
SMG5	0.071102793
HCN2	0.071093022
CXCR4	0.071043888
ADAMTSL2	0.071033029
CSF1R	0.071013331
ESRRG	0.071005439
CALM3	0.070974784
UBAC1	0.07097348
IGF2R	0.070967226
PSD	0.070867733
MBNL1	0.070850042
BPGM	0.070744014
SNX6	0.070743013
TBC1D14	0.070736978
PLXNC1	0.070726721
ARHGDIG	0.070709572
TTBK1	0.070703219
TRIM27	0.070668027
TRAF2	0.070667073
UBE2J1	0.070662498
ACTL6B	0.070649601
NUP205	0.070618214
NTNG2	0.07058833
ASTN2	0.070573888
DOCK9	0.070506435
CLPP	0.070435334
ARHGAP17	0.070340431
SLC8A1	0.070337905
DLST	0.070326771
HDAC9	0.070303249
CSRNP3	0.070281744
SOS2	0.070263676
SREBF1	0.070260021
KIF3C	0.070244135
TIA1	0.07024376
ASIC1	0.070204379
ESRRB	0.070191675
ATP2C1	0.070123638
DNAJB11	0.070114154
DAGLA	0.070112051
PHLPP1	0.070079579
PPP2R2B	0.070046708
BHLHB9	0.070027701
RNF145	0.069950048
HCN1	0.069906531
TBX15	0.069859217
MBP	0.069818785
KCNQ3	0.069801577
PPP1R13B	0.069801038
NDUFC1	0.069772597
TMEM225	0.069749085
ABCD3	0.069660215
LMO3	0.069637957
DNMT3B	0.069615404
APC	0.069557346
PIGR	0.06955027
ZFP36L1	0.069543657
HOXD9	0.069507398
PLLP	0.069493876
LZTS2	0.069475307
SLC6A3	0.069467791
ATAD2	0.069466191
PPP6R3	0.069443028
CTC-432M15.3	0.069422285
RASGEF1A	0.069417721
RGL1	0.069345542
TMEM72	0.069304724
TULP1	0.069296085
NCOA6	0.0692791
UAP1	0.069256225
ETNK1	0.069216346
TWF2	0.069215301
SEC61A2	0.069210885
C15orf57	0.069208961
EIF2B5	0.069197795
TCL1B	0.06914418
TRAF4	0.069133837
